age,city,educ,exper,expersq,faminc,fatheduc,hours,husage,huseduc,hushrs,huswage,inlf,kidsge6,kidslt6,lwage,motheduc,mtr,nwifeinc,repwage,unem,wage
43,1,12,15,225,14550,16,0,48,9,1990,7.0352,0,2,0,,3,0.7215,14.55,0,7.5,
47,1,17,15,225,19730,12,0,57,16,1930,8.1347,0,3,1,,14,0.6915,19.73,0,7.5,
54,1,12,10,100,35000,12,0,60,12,1350,11.981,0,0,0,,12,0.5515,35,0,7.5,
51,1,12,6,36,21014,3,0,52,12,3340,5.9922,0,1,0,,7,0.6615,21.014,0,7.5,
51,0,10,18,324,10876,7,0,57,10,960,4.1458,0,1,0,,14,0.7515,10.876,0,7.5,
43,0,13,15,225,27850,10,0,42,13,2732,8.5102,0,1,1,,12,0.6215,27.85,0,7.5,
53,0,12,30,900,9560,3,0,59,8,1624,2.9631,0,0,0,,0,0.7515,9.56,0,3,
34,0,11,15,225,30300,7,0,36,12,1804,8.8149,0,1,1,,7,0.6215,30.3,0,7.5,
31,0,8,10,100,7720,7,0,31,10,2805,2.4955,0,1,1,,7,0.7815,7.72,0,7.5,
56,1,12,0,0,10550,7,0,59,8,2160,4.8843,0,0,0,,10,0.7515,10.55,0,7.5,
42,1,16,0,0,24106,7,0,55,15,2052,10.2,0,1,0,,12,0.6615,24.106,0,9.5,
32,1,12,4,16,22995,14,0,35,16,2250,10,0,2,0,,12,0.6615,22.995,0,9.5,
35,1,12,0,0,6000,12,0,37,12,1120,5.3571,0,3,1,,12,0.8015,6,0,9.5,
30,1,12,3,9,24350,14,0,36,14,2450,9.7959,0,1,1,,14,0.6615,24.35,0,9.5,
51,0,10,20,400,7608,7,0,50,11,3432,1.3741,0,0,0,,7,0.7715,7.608,0,7.5,
47,0,12,3,9,28200,7,0,48,12,2700,3.463,0,3,0,,7,0.7215,28.2,0,3,
54,0,12,1,1,16150,7,0,55,13,2817,5.0408,0,1,0,,3,0.7215,16.15,0,3,
31,1,15,5,25,51200,10,0,34,17,3000,16.667,0,0,3,,7,0.4415,51.2,0,7.5,
47,1,10,7,49,12646,7,0,45,11,2125,4.3294,0,0,0,,7,0.7515,12.646,0,5,
47,1,14,6,36,19000,7,0,42,16,1864,10.193,0,3,0,,7,0.6915,19,0,11,
40,1,12,2,4,19000,7,0,39,12,2400,7.5833,0,3,0,,7,0.7215,19,0,7.5,
48,0,8,0,0,14400,3,0,50,7,2160,4.1204,0,0,0,,3,0.7515,14.4,0,7.5,
34,1,8,10,100,7232,7,0,51,7,1040,4.8077,0,7,0,,3,0.9415,7.232,0,11,
38,1,12,6,36,21943,10,0,42,16,2450,3.1531,0,3,0,,7,0.7515,21.943,0,9.5,
32,1,12,4,16,47500,10,0,34,16,2500,19,0,3,1,,7,0.4615,47.5,0,7.5,
48,1,16,8,64,28900,7,0,45,17,2131,6.0535,0,1,0,,12,0.6215,28.9,0,7.5,
41,0,12,18,324,12400,7,0,46,7,2165,3.7875,0,2,0,,7,0.7715,12.4,0,7.5,
49,0,5,7,49,6531,0,0,43,3,2230,2.9287,0,2,0,,0,0.7815,6.531,0,7.5,
59,1,8,15,225,22422,7,0,55,12,1995,9.2972,0,0,0,,3,0.6915,22.422,0,11,
58,1,13,7,49,22200,7,0,57,16,2025,9.3827,0,0,0,,7,0.6615,22.2,0,11,
41,1,12,8,64,77000,14,0,48,15,2450,26.531,0,3,0,,7,0.4415,77,0,14,
45,1,12,8,64,88000,10,0,45,12,2160,40.509,0,2,0,,10,0.4415,88,0,14,
30,0,14,3,9,26040,10,0,32,17,1715,15.16,0,1,1,,12,0.6215,26.04,0,11,
41,1,12,10,100,63500,7,0,42,16,3018,18.964,0,1,0,,7,0.4415,63.5,0,7.5,
30,0,12,9,81,12100,10,0,33,16,2216,5.4152,0,0,2,,10,0.7515,12.1,0,7.5,
53,1,12,24,576,17505,7,0,54,12,2499,1.9988,0,1,0,,12,0.7515,17.505,0,7.5,
31,0,12,12,144,18000,7,0,37,14,2250,8,0,0,0,,10,0.6915,18,0,7.5,
43,1,14,2,4,28069,12,0,44,17,2116,11.153,0,2,0,,12,0.6615,28.069,0,11,
31,1,12,6,36,14000,14,0,30,14,2016,5.9524,0,1,1,,12,0.7515,14,0,14,
51,1,12,18,324,8117,3,0,60,10,2470,2.1194,0,0,0,,10,0.7515,8.117,0,7.5,
43,1,9,17,289,11895,7,0,45,12,1640,3.8384,0,0,0,,7,0.7715,11.895,0,5,
31,1,14,7,49,45250,16,0,34,16,2016,17.361,0,2,1,,16,0.4915,45.25,0,5,
48,1,11,6,36,31106,10,0,48,12,2185,8.0092,0,0,0,,7,0.6915,31.106,0,9.5,
31,1,12,10,100,4000,7,0,33,14,800,3,0,1,1,,12,0.8015,4,0,9.5,
44,1,12,5,25,40500,7,0,46,12,3022,10.589,0,1,0,,7,0.5815,40.5,0,7.5,
48,1,11,7,49,21620,7,0,50,14,1512,10.913,0,1,0,,10,0.7215,21.62,0,7.5,
53,1,12,11,121,23426,0,0,53,12,2677,5.6033,0,1,0,,0,0.7215,23.426,0,7.5,
42,1,10,14,196,26000,3,0,44,12,3150,7.9365,0,3,0,,3,0.6615,26,2.75,11,
39,1,12,5,25,7840,0,0,34,12,1430,2.9476,0,6,2,,7,0.9415,7.84,0,9.5,
32,0,10,2,4,6800,3,0,36,4,3307,2.0562,0,2,1,,7,0.7915,6.8,0,7.5,
36,0,12,4,16,5330,12,0,39,12,3120,1.3013,0,2,0,,7,0.7915,5.33,0,14,
40,1,13,5,25,28200,10,0,43,16,3020,9.2715,0,2,0,,10,0.6215,28.2,0,9.5,
31,0,12,14,196,10000,12,0,33,12,2056,4.8638,0,3,2,,12,0.7715,10,0,7.5,
43,0,12,4,16,9952,3,0,43,12,2383,1.0898,0,0,0,,10,0.7515,9.952,0,7.5,
60,1,12,15,225,24984,12,0,55,8,1705,12.44,0,0,0,,12,0.6215,24.984,0,14,
39,1,9,12,144,28363,7,0,48,12,3120,6.0897,0,3,0,,7,0.6915,28.363,0,11,
